Name,Category,Address/Details,City,Rating
Dr Hussain Tariq Chattha,Gastroenterologist,"Medical Center Faisal Hospital, 673-A Lower Canal Rd E, near Abdullah Pur",Faisalabad,4.9
Dr Shahid Rasool Liver Clinic,Gastroenterologist,"Gastroenterologist 656-C Satayana Rd, opposite Chughtai Medical Centre Saleemi Chowk",Faisalabad,4.1
"Dr Umair Shafqat, Gastroenterologist, Stomach and Liver Specialist. ڈاکٹر عمیر شفقت، ماہر امراضِ معدہ و جگر",Gastroenterologist,"Gastroenterologist W, Near treat bakers East Canal Road, Block",Faisalabad,5.0
Dr Malik Aftab Islam,Gastroenterologist,"Medical clinic C2PW+C7R Islami Chowk, Malik Rd",Faisalabad,4.6
Dr Tanveer Hussain's Specialist Polyclinic Sammanabad.Faisalabad,Gastroenterologist,Medical clinic Madni chowk,Faisalabad,4.9
Dr Nasreen Amjad,Gastroenterologist,Doctor C484+5CX,Faisalabad,4.8
Dr Javed Khalid,Gastroenterologist,"Gastroenterologist United Hospital, 251C",Faisalabad,4.64
Dr Nagina Shahzadi,Gastroenterologist,Doctor Faisal Hospital Executive Clinic,Faisalabad,5.0
Dr.Mubarak Ali Anjum Clinic,Gastroenterologist,Medical clinic C3VX+VPG,Faisalabad,4.0
Dr Rana Qamar javed Cancer Care Clinic,Oncologist,Cancer treatment center National Hospital,Faisalabad,4.7
Dr Mohammad Fahim ur Rehman Hospital,Oncologist,"Hospital House 135-C, Hakeem Sultan Ahmad Dawoodi Rd, near Shiblee College for boys",Faisalabad,5.0
"Dr Muhammad Saleem Iqbal.Best Surgeon in Faisalabad, Laparoscopic Surgeon in Faisalabad",Surgeon,Surgeon Umar Hospital,Faisalabad,4.7
Dr Khalid Iqbal,Surgeon,Medical clinic C4M9+F56,Faisalabad,4.7
Dr Rana Qamar javed Cancer Care Clinic,Oncologist,Hospital National Hospital,Faisalabad,4.7
Dr Mohammad Fahim ur Rehman Hospital,Oncologist,"Hospital House 135-C, Hakeem Sultan Ahmad Dawoodi Rd, near Shiblee College for boys",Faisalabad,5.0
Dr Noreen Mubashir,Oncologist,"Doctor C43F+XMX, Jaranwala Rd, Dhuddiwala",Faisalabad,4.64
Dr Syed Hassan Akhtar Bukhari,Oncologist,"Doctor C399+FWV, Model Town, Faisalabad, Punjab",Faisalabad,4.4
Dr Maroof Vaince,Medical Specialist,"Doctor Saad Medical Complex, Jaranwala Rd",Faisalabad,5.0
"Dr Danish Hassnain, ENT Specialist, Clinic/ Essential ENT Associates Faisalabad",ENT Specialist,"Otolaryngologist Hajrah Kareem Hospital, 186-B Main Blvd",Faisalabad,4.9
Dr Muhammad Khalid Javaid,ENT Specialist,"Doctor C3CC+PHH, Unnamed Road",Faisalabad,5.0
Dr Iltifat Sultan's Clinic,Pulmonologist,Pulmonologist 687-B Satayana Rd,Faisalabad,3.6
Dr Saif ur Rahman,Pulmonologist,Pulmonologist,Faisalabad,5.0
Dr Masood Ahmed,Pulmonologist,"TB clinic C34G+9MH, Unnamed Road",Faisalabad,4.8
Dr Umer Usman TB &(chest specialist),chest specialist,Medical clinic C3VX+PJP,Faisalabad,3.4
Dr Naeem Hameed-Interventional Cardiologist (FCPS Interventional Cardiology),Cardiologist,Cardiologist AL- Faisal Hospital,Faisalabad,4.9
"Dr Bilal Ashraf , Dr Amna BILAL [ Ashraf Medical Centre ]",Cardiologist,"Medical Center House17/130. Main road, Masoodabad Rd, opposite faridia masjid",Faisalabad,4.9
Dr Salman Azhar | Best Medical Specialist in Faisalabad,Medical Specialist,"Doctor Maqsooda Zia Executive Clinics, Sargodha Rd, near Allied Morre",Faisalabad,4.8
Dr M Alyas Tahir,Medical Specialist,"Doctor C394+C5G, Street 10",Faisalabad,5.0
Dr Ejaz Ahmad,Medical Specialist,Doctor C359+677,Faisalabad,5.0
Dr Masood,Medical Specialist,"Doctor C3C6+6VP, Road",Faisalabad,5.0
Dr Zaid Gul | Liver and Stomach Care | Gastroenterologist and Hepatologist,Gastroenterologist,Gastroenterologist Faisal Hospital,Faisalabad,4.8
Dr Shahid Rasool Liver Clinic,Gastroenterologist,"Gastroenterologist 656-C Satayana Rd, opposite Chughtai Medical Centre Saleemi Chowk",Faisalabad,4.1
Dr Hussain Tariq Chattha,Gastroenterologist,"Medical Center Faisal Hospital, 673-A Lower Canal Rd E, near Abdullah Pur",Faisalabad,4.9
"Dr Umair Shafqat, Gastroenterologist, Stomach and Liver Specialist. ڈاکٹر عمیر شفقت، ماہر امراضِ معدہ و جگر",Gastroenterologist,"Gastroenterologist W, Near treat bakers East Canal Road, Block",Faisalabad,5.0
Dr Khalid Parvez Babar,Rheumatologist,"Rheumatologist The CANAL Hospital 3-W Block, East Canal Road",Faisalabad,4.9
Dr Naseem Arshad,Rheumatologist,Rheumatologist 571-B Satayana Rd,Faisalabad,5.0
"Dr Ata ur Rehman, Consultant Rheumatologist",Rheumatologist,"Doctor Plot 563, B Ground",Faisalabad,4.6
Dr Zafar Ali Zafar Rheumatologist,Rheumatologist,Medical clinic C3VX+PJP,Faisalabad,4.64
Dr Muhammad Adeel Javed,Surgeon,"Orthopedic surgeon Rubina Memorial Hospital, Satiana Road",Faisalabad,4.9
Dr Farman Ali (Orthopedic Surgeon),Surgeon,Private hospital Faisal Hospital,Faisalabad,5.0
Dr Shah Bano Mujtaba,Surgeon,"Doctor HMCHolistic Medical Care Executive clinic service road, Canal Expy, near Faisalabad international hospital",Faisalabad,4.4
Dr Zaigham Maqsood Bajwa | MZM | Orthopedic & Spine Surgeon | Sports & Trauma Surgeon| Pain Clinic,Surgeon,"Orthopedic surgeon Rabia Trust Hospital, Satyana road Satyana, Road",Faisalabad,4.8
Dr Z Orthopedic Surgeon,Surgeon,Hospital 1 Sheikhupura Rd,Faisalabad,5.0
Dr Abdul Rehman,Orthopedic Surgeon,"Orthopedic surgeon Mujahid Hospital, Green Belt Rd",Faisalabad,4.7
Dr Afzaal Javed Orthopedic Surgeon in Faisalabad,Surgeon,"Orthopedic surgeon Bushra Nayyar Medical Center, Main Daewoo road, opposite Masjid Ismail Road",Faisalabad,4.64
Dr Farhan Sarwar,Orthopedic Surgeon,Orthopedic surgeon west canal road,Faisalabad,4.0
Dr Asghar Butt,Orthopedic Surgeon,Orthopedic clinic F34M+3C9,Faisalabad,5.0
Dr Muhammad Shafique Zahid || Orthopaedic Surgeon || Ex HoD Social Security Hospital,Surgeon,"Orthopedic surgeon Ahmed polyclinic, Satiyana road, on the back of ideal bakery",Faisalabad,5.0
Dr.Shahzad Mahmood Shahid Orthopedic Surgeon,Surgeon,Orthopedic surgeon F37J+GF2,Faisalabad,5.0
Dr Riaz Malik Hospital,Orthopedic Surgeon,Orthopedic clinic C2QV+WXX,Faisalabad,4.6
"Dr.Muhammad Saleem Iqbal -Great Surgeon in Faisalabad, Laparoscopic Surgeon in Faisalabad",Surgeon,Surgeon C4CC+6X8 Mujahid Hospital,Faisalabad,5.0
Dr Mehmood Mazhar Rathore,Surgeon,"Doctor C34F+R98, Quaid-e-Azam Market, Dijkot Rd, Block A, Sir Syed Town",Faisalabad,4.0
Dr Hafiz Salman Saeed,Orthopedic Surgeon,"Orthopedic surgeon Satayana Rd, near Ideal",Faisalabad,4.64
Dr Shahbaz Qayyum,Orthopedic Surgeon,Orthopedic surgeon Satayana Rd,Faisalabad,4.64
Dr Zulfiqar (Orthopedic),"Orthopedic, Orthopedic Surgeon","Doctor C3VV+5G6, Street Number 9",Faisalabad,4.0
Dr Maj MUHAMMAD Naeemkhan,"Orthopedic, Orthopedic Surgeon",Hospital,Faisalabad,4.7
Dr Abdul Hafeez Akhtar Clinic,"Orthopedic, Orthopedic Surgeon","Doctor C36F+GRV, Dijkot Rd, Khalidabad",Faisalabad,4.3
Dr Farrukh Bashir,"Orthopedic, Orthopedic Surgeon",Doctor 1 Jhang Rd,Faisalabad,3.7
Dr Mariam Tariq,"Orthopedic, Orthopedic Surgeon","Physical therapy clinic Plot No, Nawaz Medicare, 62 Jail Rd",Faisalabad,5.0
"Dr Muhammad Saleem Iqbal.Best Surgeon in Faisalabad, Laparoscopic Surgeon in Faisalabad",Surgeon,Surgeon Umar Hospital,Faisalabad,4.7
Dr Muquduss,Surgeon,Doctor P-103 Z Block,Faisalabad,5.0
Dr Sohaib Salam (Urologist) MBBS FCPS,Urologist,"Urologist G Block, Gulistan Colony No. 1",Faisalabad,4.9
Dr umar habib,Urologist,Urologist Professors hospital old saad surgimed building satiana,Faisalabad,5.0
Dr IMRAN QADIR MD FCPS Consultant Urologist,Urologist,"Urologist 120 JB, Sargodha Rd",Faisalabad,4.5
"Dr.Muhammad Tahir Bashir Malik( FRCS,FCPS),Urologist",Urologist,"Urologist Rathore Hospital Lasani Puli, Sargodha Rd",Faisalabad,3.7
"Dr Nauman Chaudhary (MBBS, MS) Consultant Urologist",Urologist,"Urologist DMC Diascient Medical Complex 35 G, near aziz fatima Hospital",Faisalabad,5.0
Dr Wasim Ahmad Tariq,Urologist,"Urology clinic lahore sheikhupura road, opposite misaq-ul-mall",Faisalabad,5.0
Dr Muhammad Waqas Iqbal Consultant Urologist Faisalabad,Urologist,Urologist C4GG+RX6 Prime Care Hospital,Faisalabad,4.0
"Dr Muhammad Tahir Bashir Malik. FCPS, FRCS, (Urologist)",Urologist,"Urologist Sahil Hospital, Lahore - Sheikhupura - Faisalabad Rd",Faisalabad,4.2
"Dr Muhammad Arslan Babar, Eye Specialist",Ophthalmologist,"Doctor Chugtai Medical Center, 571-B Satayana Rd",Faisalabad,5.0
Dr Aslam Farooq Eye Clinic,Ophthalmologist,Hospital 630-D,Faisalabad,4.9
Dr Aftab Ahmad eye surgeon Dr Muhammad Talha Vision specialist,Surgeon,Ophthalmologist 208 United Rd,Faisalabad,5.0
Dr Mohammad Farooq Ilyas,Ophthalmologist,"Ophthalmologist 93Q9+7CX Bank Chowk, Samanabad Rd",Faisalabad,4.6
Dr ajiz ghulam akbar EYE CLINIC,Ophthalmologist,Ophthalmologist Plot 36,Faisalabad,5.0
Dr Captain Retired Sultan Akbar Qureshi Clinic,Ophthalmologist,"Eye care center Shop B-581, Satayana Rd, Block B, Peoples Colony 1",Faisalabad,4.2
Dr Zahid Rashid Clinic,Ophthalmologist,Eye care center 328 Street 4,Faisalabad,4.4
Dr Muhammad Sadiq Eye specialist,Ophthalmologist,Ophthalmologist C4W2+27J,Faisalabad,4.64
Dr M. Arif Clinic,Ophthalmologist,"Optician P-108, Street No. 4, Sargodha Rd",Faisalabad,5.0
Dr Zia Ur Rehman Clinic,Ophthalmologist,Medical clinic 38000 Satayana Rd,Faisalabad,4.7
Dr Farukh adil Clinic,Ophthalmologist,Eye care center C2QX+G62,Faisalabad,3.0
Dr Aurangzeb Khan Eye Clinic,Ophthalmologist,Eye care center Plot 336,Faisalabad,3.0
Dr Faisal Salim,Ophthalmologist,Ophthalmologist W Canal Rd,Faisalabad,5.0
Dr Nazia Tanveer Consultant Psychiatrist,Psychiatrist,"Psychiatrist Mind and soul cafe Sitara smart city Arif road, Munnia walla stop near zee garden, Sheikupura road",Faisalabad,4.6
Dr Asif Bajwa,Psychiatrist,Psychiatrist,Faisalabad,4.2
Dr Tariq Rasheed Clinic,Psychiatrist,"Mental health service C399+H8M, 63-A Imam Bargah Rd, near BC Tower",Faisalabad,4.2
Dr Asim Munir Psychiatric,Psychiatrist,Mental health clinic C464+GFV,Faisalabad,3.3
Dr Nazia Tanveer Consultant Psychiatrist,Psychiatrist,"Psychiatrist Mind and soul cafe Sitara smart city Arif road, Munnia walla stop near zee garden, Sheikupura road",Faisalabad,4.6
Dr Tariq Rasheed Clinic,Psychiatrist,"Mental health service C399+H8M, 63-A Imam Bargah Rd, near BC Tower",Faisalabad,4.2
"Dr Subhan Clinic Faisalabad, Jhang, Toba Tek Singh",Psychiatrist,"Mental health service Canal H Hospital, near Treats Bakers",Faisalabad,1.0
Dr Hafiz M Junaid Neurosurgeon / Brain and Spine Surgeon / Neurologist / Psychiatrist,Surgeon,"Neurosurgeon Siddique Medical Complex, Millat chowk, opposite Patan mart, near Nadra office",Faisalabad,5.0
Dr Imtiaz Ahmad Doger,Surgeon,Doctor B-249 Hakeem Sultan Ahmad Dawoodi Rd,Faisalabad,3.8
Dr Asif Bajwa,Psychiatrist,Psychiatrist,Faisalabad,4.2
Dr Javaid Nabi Psychiatry Clinic,Psychiatrist,"Mental health service C3Q3+Q53, Fareed Rd",Faisalabad,5.0
Dr Subhan,Psychiatrist,Psychiatric hospital C482+7QQ,Faisalabad,2.8
"Dr Danish Hassnain, ENT Specialist, Clinic/ Essential ENT Associates Faisalabad",ENT Specialist,"Otolaryngologist Hajrah Kareem Hospital, 186-B Main Blvd",Faisalabad,4.9
Dr Javed Ahmad |ENT| Specialist Faisalabad,ENT Specialist,Otolaryngologist Al Faisal hospital,Faisalabad,5.0
Dr Awais Ansari | ENT Specialist | Physician & Surgeon,Surgeon,"Otolaryngologist 571-B, Chughtai Medical Center, Satyana Road Parking",Faisalabad,4.8
Dr Rahila Asif Skin Clinic,Dermatologist,Dermatologist 311-b Hakeem Sultan Ahmad Dawoodi Rd,Faisalabad,4.0
Dr Arif Maan Skin Specialist,Dermatologist,"Skin care clinic 928 B Chen One Rd, behind Outfitters, Faisalabad No prior appointment system Come to clinic and get checked on your turn",Faisalabad,4.1
Dr Iltifat Sultan's Clinic,Pulmonologist,Pulmonologist 687-B Satayana Rd,Faisalabad,3.6
Dr Farah Khurram | Skin & Laser Specialist | Consultant Dermatologist,Dermatologist,Dermatologist C493+2M4 AL- Faisal Hospital,Faisalabad,5.0
Dr Awais Ansari | ENT Specialist Faisalabad,ENT Specialist,Otolaryngologist Aziz Fatimah Hospital,Faisalabad,5.0
Dr Naseem Arshad,Rheumatologist,Rheumatologist 571-B Satayana Rd,Faisalabad,5.0
Dr Khalid Parvez Babar,Rheumatologist,"Rheumatologist The CANAL Hospital 3-W Block, East Canal Road",Faisalabad,4.9
Dr Iltifat Sultan's Clinic,Pulmonologist,Pulmonologist 687-B Satayana Rd,Faisalabad,3.6
"Dr Danish Hassnain, ENT Specialist, Clinic/ Essential ENT Associates Faisalabad",ENT Specialist,"Otolaryngologist Hajrah Kareem Hospital, 186-B Main Blvd",Faisalabad,4.9
Dr Awais Ansari | ENT Specialist | Physician & Surgeon,Surgeon,"Otolaryngologist 571-B, Chughtai Medical Center, Satyana Road Parking",Faisalabad,4.8
Dr.IRAM JAVED @Ibrahim Specialist Clinic,Pediatrician,"Pediatric neurologist 16-206 W Canal Rd, near Kashmir Pul underpass, near Ideal Bakers",Faisalabad,4.7
Dr Farah Khurram | Skin & Laser Specialist | Consultant Dermatologist,Dermatologist,Dermatologist C493+2M4 AL- Faisal Hospital,Faisalabad,5.0
"Dr Nisar Akber Khan, ENT Specialist",ENT Specialist,"Doctor Faisal Hospital Basement, New Building, Lower Canal Rd E",Faisalabad,4.6
Dr IMRAN QADIR MD FCPS Consultant Urologist,Urologist,"Hospital 120 JB, Sargodha Rd",Faisalabad,4.5
Dr Masood,Urologist,"Doctor C3C6+6VP, Road",Faisalabad,5.0
Dr Awais Ansari | ENT Specialist Faisalabad,ENT Specialist,Otolaryngologist Aziz Fatimah Hospital,Faisalabad,5.0
Dr Awais Ansari | ENT Specialist | Physician & Surgeon,Surgeon,"Otolaryngologist 571-B, Chughtai Medical Center, Satyana Road Parking",Faisalabad,4.8
Dr Maroof Vaince,Medical Specialist,"Doctor Saad Medical Complex, Jaranwala Rd",Faisalabad,5.0
Dr Awais Ansari | ENT Specialist Faisalabad,ENT Specialist,Otolaryngologist Aziz Fatimah Hospital,Faisalabad,5.0
Dr Iltifat Sultan's Clinic,Pulmonologist,Pulmonologist 687-B Satayana Rd,Faisalabad,3.6
Dr Shahid Rasool Liver Clinic,Gastroenterologist,"Gastroenterologist 656-C Satayana Rd, opposite Chughtai Medical Centre Saleemi Chowk",Faisalabad,4.1
Dr Zaid Gul | Liver and Stomach Care | Gastroenterologist and Hepatologist,Gastroenterologist,Gastroenterologist Faisal Hospital,Faisalabad,4.8
Dr Wasim Ahmad Tariq,Gastroenterologist,"Medical clinic lahore sheikhupura road, opposite misaq-ul-mall",Faisalabad,5.0
"Dr Danish Hassnain, ENT Specialist, Clinic/ Essential ENT Associates Faisalabad",ENT Specialist,"Otolaryngologist Hajrah Kareem Hospital, 186-B Main Blvd",Faisalabad,4.9
"Dr Shakeel Ahmad (Heart Specialist) MBBS, FCPS Cardiology",Heart Specialist,"Cardiologist Happyheartclinic, east, Canal Expy",Faisalabad,5.0
Dr Wasif Baig Kidney Care Clinic,Nephrologist,"Nephrologist Islamabad Diagnostic CenterIDC, Faisalabad Specialist Clinic, 563-B Satayana Rd, near Ideal Bakery",Faisalabad,4.9
Dr Farah Khurram | Skin & Laser Specialist | Consultant Dermatologist,Dermatologist,Dermatologist C493+2M4 AL- Faisal Hospital,Faisalabad,5.0
Dr Muhammad Adeel Javed,Surgeon,"Orthopedic surgeon Rubina Memorial Hospital, Satiana Road",Faisalabad,4.9
Dr M.Anees Ur Rehman,Surgeon,"Otolaryngologist Islamabad Diagnostic Centre IDC, 563-B Satiana Road",Faisalabad,5.0
Dr Hafiz M Junaid Neurosurgeon / Brain and Spine Surgeon / Neurologist / Psychiatrist,Surgeon,"Pain management physician Siddique Medical Complex, Millat chowk, opposite Patan mart, near Nadra office",Faisalabad,5.0
Dr Shah Bano Mujtaba,Surgeon,"Doctor HMCHolistic Medical Care Executive clinic service road, Canal Expy, near Faisalabad international hospital",Faisalabad,4.4
Dr Khalid Parvez Babar,Rheumatologist,"Rheumatologist The CANAL Hospital 3-W Block, East Canal Road",Faisalabad,4.9
Dr Kinza Idrees Physiotherapist,Rheumatologist,"Physical therapy clinic opposite GCU Road, near Saeed mart",Faisalabad,5.0
Dr Naseem Arshad,Rheumatologist,Rheumatologist 571-B Satayana Rd,Faisalabad,5.0
Dr Muhammad Adeel Javed,Surgeon,"Orthopedic surgeon Rubina Memorial Hospital, Satiana Road",Faisalabad,4.9
Dr Maroof Vaince,Medical Specialist,"Doctor Saad Medical Complex, Jaranwala Rd",Faisalabad,5.0
Dr Maryam Asif PT,Physical Therapist,Physical therapist Sargodha Rd,Faisalabad,5.0
Dr Mariam Tariq,Physical Therapist,"Physical therapy clinic Plot No, Nawaz Medicare, 62 Jail Rd",Faisalabad,5.0
Dr Hafiz M Junaid Neurosurgeon / Brain and Spine Surgeon / Neurologist / Neuropsychiatrist,Surgeon,"Neurosurgeon IDC saleemi chowk 563-B1, Satiana Road,Peoples Colony, Service lane, near ideal Bakery",Faisalabad,5.0
"Dr Danish Hassnain, ENT Specialist, Clinic/ Essential ENT Associates Faisalabad",ENT Specialist,"Otolaryngologist Hajrah Kareem Hospital, 186-B Main Blvd",Faisalabad,4.9
Dr Muhammad Bilal Waheed,Neurologist,"Neurologist Prime care hospital, near dewan e hassan bankuet hall",Faisalabad,4.8
Dr Farman Ali (Orthopedic Surgeon),Surgeon,Private hospital Faisal Hospital,Faisalabad,5.0
Dr Nabeel Zahid Physiotherapy and Pain Relief Clinic,Physical Therapist,Physical therapy clinic 673-A Hakeem Sultan Ahmad Dawoodi Rd,Faisalabad,5.0
Dr Shah Bano Mujtaba,Rehabilitation Specialist,"Rehabilitation center HMCHolistic Medical Care Executive clinic service road, Canal Expy, near Faisalabad international hospital",Faisalabad,4.4
Dr Kinza Idrees Physiotherapist,Rehabilitation Specialist,"Physical therapy clinic opposite GCU Road, near Saeed mart",Faisalabad,5.0
Dr Zaid Kamran,Physical Therapist,"Physical therapist Professors Hospital, Satiana road, opposite Mc donalds",Faisalabad,4.3
Dr Hafiz Irfan,Physical Therapist,"Physical therapist Kidney Care Center, 228-A block",Faisalabad,4.5
Dr Imtiaz Ahmad Doger,Physical Therapist,Doctor B-249 Hakeem Sultan Ahmad Dawoodi Rd,Faisalabad,3.8
Dr Ahmad Wahab Vaince PLASTIC & COSMETIC SURGERY CLINIC,Plastic Surgeon,Plastic surgeon Canal Rd,Faisalabad,4.8
Dr Munir Alam,Plastic Surgeon,Plastic surgeon 673 - A Hakeem Sultan Ahmad Dawoodi Rd,Faisalabad,4.64
Dr Munir Alam,Plastic Surgeon,Plastic surgeon Narwala Rd,Faisalabad,3.0
"Dr Muhammad Saleem Iqbal.Best Surgeon in Faisalabad, Laparoscopic Surgeon in Faisalabad",Surgeon,Surgeon Umar Hospital,Faisalabad,4.7
"Dr.Muhammad Saleem Iqbal -Great Surgeon in Faisalabad, Laparoscopic Surgeon in Faisalabad",Surgeon,Surgeon C4CC+6X8 Mujahid Hospital,Faisalabad,5.0
Dr Javed Ahmad |ENT| Specialist Faisalabad,Plastic Surgeon,Plastic surgeon Al Faisal hospital,Faisalabad,5.0
Dr Rahila Asif Skin Clinic,Dermatologist,Dermatologist 311-b Hakeem Sultan Ahmad Dawoodi Rd,Faisalabad,4.0
Dr Tayyab Riaz Ch | General & Laparoscopic Surgeon in Faisalabad,Surgeon,"Surgeon 1-KM Khurrianwala, Jaranwala Rd",Faisalabad,5.0
Dr Awais Ansari | ENT Specialist Faisalabad,ENT Specialist,Surgeon Aziz Fatimah Hospital,Faisalabad,5.0
"Dr Danish Hassnain, ENT Specialist, Clinic/ Essential ENT Associates Faisalabad",ENT Specialist,"Otolaryngologist Hajrah Kareem Hospital, 186-B Main Blvd",Faisalabad,4.9
Dr Arif Maan Skin Specialist,Dermatologist,"Skin care clinic 928 B Chen One Rd, behind Outfitters, Faisalabad No prior appointment system Come to clinic and get checked on your turn",Faisalabad,4.1
Dr Maroof Vaince,Medical Specialist,"Doctor Saad Medical Complex, Jaranwala Rd",Faisalabad,5.0
Dr Salman Azhar | Best Medical Specialist in Faisalabad,Medical Specialist,"Doctor Maqsooda Zia Executive Clinics, Sargodha Rd, near Allied Morre",Faisalabad,4.8
Dr Abdul Shakoor Medical Specialist,Medical Specialist,Doctor Mujahid Hospital,Faisalabad,4.5
Dr Khalid Parvez Babar,Rheumatologist,"Rheumatologist The CANAL Hospital 3-W Block, East Canal Road",Faisalabad,4.9
Dr Shahid Rasool Liver Clinic,Gastroenterologist,"Gastroenterologist 656-C Satayana Rd, opposite Chughtai Medical Centre Saleemi Chowk",Faisalabad,4.1
Dr Iltifat Sultan's Clinic,Pulmonologist,Pulmonologist 687-B Satayana Rd,Faisalabad,3.6
"Dr Danish Hassnain, ENT Specialist, Clinic/ Essential ENT Associates Faisalabad",ENT Specialist,"Otolaryngologist Hajrah Kareem Hospital, 186-B Main Blvd",Faisalabad,4.9
Dr Nasreen Amjad,ENT Specialist,Doctor C484+5CX,Faisalabad,4.8
Dr Shahid Pervaiz Homeo Mbbs,ENT Specialist,"Hospital C2QR+73C, Road",Faisalabad,5.0
Dr Awais Ansari | ENT Specialist | Physician & Surgeon,Surgeon,"Otolaryngologist 571-B, Chughtai Medical Center, Satyana Road Parking",Faisalabad,4.8
Dr Faraz Saeed Qureshi clinic,Surgeon,Medical clinic 435-D,Faisalabad,4.5
Dr.Amir Hussain Clinic,Surgeon,"Doctor 1091 Bilal Rd, near Sitara Tower",Faisalabad,4.6
Dr Muhammad Adeel Javed,Surgeon,"Orthopedic surgeon Rubina Memorial Hospital, Satiana Road",Faisalabad,4.9
"Dr Subhan Clinic Faisalabad, Jhang, Toba Tek Singh",Psychiatrist,"Mental health service Canal H Hospital, near Treats Bakers",Faisalabad,1.0
Dr Jawad Malik,Psychiatrist,"Medical clinic C4WG+PQ6, Kashmir Rd",Faisalabad,5.0
Dr Mohammad Farooq Ilyas,Ophthalmologist,"Ophthalmologist 93Q9+7CX Bank Chowk, Samanabad Rd",Faisalabad,4.6
Dr Muhammad Ilyas,Ophthalmologist,Medical clinic C394+C5G,Faisalabad,4.64
Dr Afaaq Rasool,Ophthalmologist,"Radiologist Al Noor Hospital, Kotwali Rd, near GCU Road",Faisalabad,4.64
Dr Shah Bano Mujtaba,Ophthalmologist,"Sports medicine clinic HMCHolistic Medical Care Executive clinic service road, Canal Expy, near Faisalabad international hospital",Faisalabad,4.4
Dr Muhammad Adeel Javed,Surgeon,"Orthopedic surgeon Rubina Memorial Hospital, Satiana Road",Faisalabad,4.9
Dr.Shahzad Mahmood Shahid Orthopedic Surgeon,Surgeon,Orthopedic surgeon F37J+GF2,Faisalabad,5.0
Dr Kinza Idrees Physiotherapist,Surgeon,"Physical therapy clinic opposite GCU Road, near Saeed mart",Faisalabad,5.0
Dr Abdul Rehman,Orthopedic Surgeon,"Orthopedic surgeon Mujahid Hospital, Green Belt Rd",Faisalabad,4.7
